feature,lable
"[-415.24246     113.30606      26.96568      17.856878    -10.762585
    0.87937355    2.050618     -2.8718004   -10.421645     -1.8998916
  -12.863427      3.8664472    -3.3994176     2.4451106    -8.883233
   -7.892285      1.5534368    -2.1768272    -1.7858149    -2.7645168
    1.450137      3.8278341     2.59839       2.6525614     3.298446
    2.3238366     3.728455      3.9430733     1.6187685     2.5077457
    2.5182972     3.3737714     2.782967      5.621665      5.4770045
    2.6158926     1.8733568     1.2528982    -2.589704     -1.6833158 ]",1
"[-335.27853    103.24263      4.0836267   31.33505      0.9053056
   -5.3605704  -18.572842    -5.8700914  -13.138519    -1.8467519
  -12.09032     -0.5933669   -5.013509    -2.778911     1.3257394
   -3.480821    -8.113731    -2.5156622   -6.3840694   -6.6030874
   -7.7144756   -4.9063163   -5.7349544   -6.479464    -3.2737057
   -6.7862015   -3.4075568   -2.5147657   -5.1526055   -2.633871
   -4.647205    -3.9273598   -3.655573    -4.9018726   -3.3175175
   -5.9404325   -4.5154905   -4.224459    -4.538641    -4.1728444]",1
"[-4.6593915e+02  7.5061157e+01  8.6102476e+00  5.0158619e+01
 -9.3343315e+00  1.6387051e+01 -4.1400933e+00  2.9015481e-01
 -2.3789346e+00  3.8474607e+00 -5.8713427e+00 -4.4541459e+00
 -9.5416033e-01 -4.4232279e-01 -6.3126945e+00 -2.2220058e+00
 -6.0624948e+00 -6.0166726e+00 -2.2329395e+00 -1.8116889e+00
 -3.9760520e+00 -3.7994558e-01 -2.9450336e-01 -1.9880507e+00
  9.5011014e-01 -1.7482044e+00  3.0384251e-01  8.7624437e-01
 -6.2221441e-02  9.7959763e-01  1.6901033e+00  2.4806416e+00
  1.1624265e+00  1.4806305e+00  1.9525987e+00  2.0026031e+00
  2.7335625e+00 -1.5888992e-01  2.2814135e-01  6.8276596e-01]",1
"[-3.5817130e+02  1.0754243e+02  9.2579613e+00  1.3970924e+01
  1.3332331e+01 -1.1585578e+01 -6.4331617e+00  4.8900361e+00
 -1.9449759e+01  5.3802533e+00 -1.4628434e+01 -1.0795376e+00
 -9.2783556e+00  2.2191541e+00 -7.7828546e+00  8.1488150e-01
 -8.8151388e+00 -8.0763092e+00 -7.3906813e+00 -2.5396616e+00
 -6.1367240e+00 -1.7546302e+00  1.3727819e+00  4.7547571e-02
  1.9871656e+00  1.1070790e+00 -2.1227021e+00 -5.7548553e-01
  9.4925773e-01 -1.0658556e-01 -5.4061043e-01 -1.2800834e+00
  1.4023150e+00  1.5990018e+00  1.7964283e-01 -1.0374610e+00
 -7.2950923e-01 -1.5482700e+00 -1.9666150e+00 -3.1149726e+00]",1
"[-2.88337219e+02  1.62613312e+02  5.70845890e+00  1.89800954e+00
 -8.08748817e+00 -1.85344963e+01 -1.70613015e+00 -9.34022045e+00
 -2.04775352e+01 -1.02692118e+01 -1.41676846e+01 -1.60083332e+01
 -2.96676588e+00 -1.07891607e+00 -1.09242220e+01 -8.38217926e+00
 -6.33439970e+00 -1.34076166e+01 -1.01280365e+01 -6.59108210e+00
 -8.60643482e+00 -4.43298197e+00 -2.65285444e+00 -2.58620238e+00
  1.36486828e+00  3.59634018e+00  3.81570864e+00  8.14224303e-01
 -3.62931490e-01 -2.39729047e-01 -9.70812440e-01 -1.07173109e+00
 -6.29421115e-01  3.19399267e-01 -2.20279112e-01 -1.47197068e+00
  1.76342630e+00  4.11510324e+00  1.38779867e+00  1.48729694e+00]",1
"[-3.3784592e+02  1.2509684e+02  1.5582430e+01  2.5469244e+00
 -7.8684058e+00  5.2009249e+00 -2.0608593e+01 -1.6653231e+01
 -3.3775215e+00 -7.2726488e+00 -1.2439665e+01 -2.8618240e+00
 -1.0978532e+01 -6.4452453e+00 -9.7405043e+00 -4.0067925e+00
 -1.4863258e+01 -1.6505620e+00 -1.2042027e+01 -5.4582162e+00
 -7.8713322e+00 -6.2823944e+00 -2.6819391e+00 -6.2170596e+00
 -4.2067952e+00 -1.4949074e+00 -2.9909453e+00 -4.2481747e+00
  2.8127775e-02 -7.9700580e+00 -3.8252072e+00 -4.3899627e+00
 -5.6949754e+00 -4.1096129e+00 -4.0584908e+00 -5.3925443e+00
 -4.8295231e+00 -4.0211658e+00 -4.8700342e+00 -4.3147016e+00]",1
"[-4.4300046e+02  1.0294832e+02  1.1589935e+01  3.2568451e+01
  3.8663983e-01  1.0447503e+01 -1.2197888e+01 -1.8002689e+00
 -2.1032286e+01 -3.3909805e+00 -1.6474314e+01 -1.1323501e+01
 -9.6353359e+00 -2.2629530e+00 -8.3719282e+00 -8.9743967e+00
 -2.2499354e+00 -7.5233703e+00 -1.0465773e+01 -5.8403840e+00
 -9.3722458e+00 -5.0977087e+00 -6.8504386e+00 -4.5370760e+00
 -1.5309621e+00 -2.2752583e+00  1.1272727e+00 -3.8146785e-01
  1.6912842e+00  3.0021587e-01  5.2363291e-02  3.0165591e+00
  6.9659626e-01  1.7292138e+00  1.1381978e-01  4.0207177e-01
 -7.8654468e-01 -1.2890546e+00 -7.7077818e-01 -1.8862473e+00]",1
"[-3.5249652e+02  7.6483589e+01  1.2364441e+01  2.3049345e+01
 -1.8530973e+00 -2.2263229e+00 -4.4846168e+00 -3.7760630e+00
 -1.4652841e+01  2.5810713e-01 -1.4378319e+01 -1.2977127e-02
 -6.5630231e+00 -2.3197298e+00 -6.1507282e+00 -2.7772038e+00
 -5.6599579e+00 -6.0618410e+00 -4.9355402e+00 -6.9383478e+00
 -6.8141479e+00 -2.9124353e+00 -1.7922906e+00 -1.3328694e+00
  1.0006781e+00 -9.7156274e-01  1.2293519e+00  2.1459270e+00
  1.9153277e+00  2.4741228e+00  3.1052899e+00  3.1657667e+00
  2.8617876e+00  2.6554034e+00  1.7673683e+00 -1.2066330e+00
 -5.8853072e-01 -1.7756501e+00 -2.3419924e+00 -1.9376712e+00]",0
"[-3.7721954e+02  1.1100137e+02  4.6728072e+00  2.1097294e+01
 -2.0228506e+01 -1.7618502e+01 -5.6583519e+00  1.3708681e+01
 -1.3485917e+01  4.1674728e+00 -1.5781559e+01  3.4489284e+00
 -9.0187782e-01 -2.6887817e+00  3.7025948e+00 -7.9009204e+00
  2.8194828e+00 -9.3971765e-01  2.2118206e+00  1.0803143e+01
  3.6452124e-01  6.9996495e+00  1.7445230e+00  3.5019929e+00
 -8.3892846e-01  6.1197581e+00  8.3245456e-01  1.7514441e+00
  2.3965371e+00 -5.9462792e-01  3.9254279e+00  1.6963602e+00
  5.1782842e+00  2.3683367e+00  2.5702810e+00  6.4035554e+00
  3.3844581e+00  2.1496511e+00  1.6839561e+00  2.6645555e+00]",1
"[-3.75316711e+02  8.03604507e+01  1.12531977e+01  2.81708412e+01
 -1.35613937e+01  7.47638416e+00  5.73801517e-01 -3.07631612e+00
 -2.72835083e+01  1.09373846e+01 -2.10990868e+01 -1.46486101e+01
 -1.26284962e+01 -1.64126801e+00 -1.79547234e+01 -1.84731941e+01
 -3.87929273e+00 -1.20528870e+01 -1.24469185e+01 -4.17091608e+00
 -1.04312496e+01 -5.99883366e+00 -8.56816196e+00 -5.56933641e+00
 -8.91453362e+00 -3.95463538e+00 -2.86837864e+00 -6.57533836e+00
  3.29297245e-01  1.46346435e-01 -2.34315729e+00 -5.40102661e-01
  2.19214511e+00  6.58633113e-01  1.37948525e+00  2.63884068e+00
  1.16383541e+00  1.41894627e+00 -9.80716825e-01 -9.04570892e-02]",1
"[-3.4984747e+02  1.1655777e+02 -1.3019709e+01  1.4774752e+01
 -8.8214397e+00 -1.1976083e+01 -1.2221243e+01 -1.1059294e+00
 -8.8988028e+00  2.5606434e+00 -1.6777121e+00 -9.6178532e-02
 -1.3270765e+01 -5.3126783e+00 -6.7320809e+00 -9.0409412e+00
 -2.0368903e+00 -6.3745399e+00 -8.3829718e+00 -2.7661426e+00
 -7.5140719e+00 -4.9497743e+00 -5.1501679e+00 -1.1749736e+00
 -2.1925557e+00  1.2898618e-01 -1.3449341e-01  2.5269091e+00
  1.0345551e+00  3.8822782e-01  3.6736012e+00  3.3480659e+00
  5.8903379e+00  6.8480825e+00  7.3364248e+00  5.8632889e+00
  3.0125701e+00  3.4692293e-01 -1.3296597e+00 -9.8234534e-01]",1
"[-4.6311212e+02  6.2430122e+01  3.6499226e+01  3.4906357e+01
 -2.0007008e+01  1.7937105e+01 -3.1980333e+01 -7.6449342e+00
 -3.8781667e+00 -2.5010872e-01 -1.5825845e+01 -2.7729378e+00
 -3.8080349e+00 -3.4668620e+00 -1.4846183e+01 -8.9338341e+00
 -5.2866292e+00 -1.4635437e+01 -4.5596199e+00 -1.0372290e+01
 -1.0942960e+01 -4.1236362e+00 -7.5375071e+00 -4.8391776e+00
 -5.9265046e+00 -6.4409914e+00 -3.6465635e+00 -2.9779413e+00
 -1.8449344e-01 -1.4938183e+00 -2.0710435e+00  3.6105464e+00
  3.1781020e+00  2.8367941e+00  1.9335284e+00  5.0616703e+00
 -2.5076580e-01 -1.1606494e+00 -2.1641447e-01 -3.9953744e+00]",1
"[-3.6576285e+02  8.8426483e+01  7.0526628e+00  3.1019504e+00
 -3.3498600e+01  1.8178828e+00 -1.3141946e+01 -6.3385100e+00
 -6.4890480e+00 -6.8764620e+00 -1.2207910e+01 -1.4301558e+01
 -5.5553470e+00 -1.8512604e+00 -8.4982691e+00 -8.8906536e+00
  2.1076753e+00 -7.6819339e+00 -9.9382782e+00  2.8473485e+00
 -8.6427078e+00 -2.6230834e+00 -4.5470607e-01 -4.5141792e+00
 -3.9964631e-01 -5.6535041e-01  1.0592788e+00  4.4414341e-01
  5.5632454e-01  1.7326738e+00  5.6126895e+00  3.7537632e+00
  1.6354122e+00 -4.4382963e-01 -6.1017823e-01 -2.0585373e-02
 -3.0339189e+00 -1.5182111e+00 -2.0365391e+00 -3.2109833e+00]",1
"[-5.2144086e+02  6.9101631e+01  3.4446852e+00  3.3760002e+01
 -9.2486410e+00 -1.0520494e+01 -6.1964502e+00  2.3680074e+00
 -1.5221922e+01 -7.7524626e-01 -1.2709621e+01 -3.9473450e+00
 -5.2015395e+00 -1.6150767e+00 -6.7504816e+00 -5.0338659e+00
 -4.8716254e+00 -5.9814858e+00 -5.6964936e+00 -2.9463673e+00
 -2.7859235e+00 -3.7428472e+00 -2.2303922e+00 -1.2725461e+00
 -3.8735547e+00 -1.1360532e+00 -1.6456003e+00 -2.0882864e+00
  9.5240340e-02 -1.5259378e+00 -2.2650759e+00  5.6081301e-01
  3.3806012e+00  5.3791490e+00  1.0211107e+01  7.1032920e+00
  8.9339170e+00  5.7078934e+00  5.4376493e+00  3.6087949e+00]",0
"[-467.9144       96.14744       1.2216737    43.9208      -18.300371
  -20.976564    -20.090258      7.3859        0.9226011   -18.932253
  -18.061918     -8.43707      -2.758261    -18.719194    -11.34309
   -7.4752584    -4.771354    -11.324831    -19.792835     -1.9335586
   -6.8071017   -10.93019      -3.0617616    -6.721713     -3.811575
    1.1168861     2.3163729     8.938556     11.4592705     3.0026505
    6.6191235     3.649492     -4.7622333     0.76420283   -1.057643
   -2.1930635    -3.0913935    -4.5512266    -1.8510364    -4.1184087 ]",1
"[-3.34859131e+02  1.36477753e+02  5.85776472e+00  1.98115883e+01
 -7.41664743e+00 -1.02243805e+01  6.39189863e+00 -1.68050840e-01
 -9.12970161e+00  1.56910348e+00 -1.35924387e+01  7.70833671e-01
 -1.13014202e+01 -1.70176756e+00 -9.69226265e+00  3.26360989e+00
 -1.55136263e+00  3.21735173e-01 -3.54941320e+00  1.15133643e+00
 -5.03503275e+00 -2.79283667e+00 -4.27456045e+00 -2.92939448e+00
 -2.69422150e+00 -1.89290956e-01  1.18813443e+00  3.53915286e+00
  5.52521658e+00  4.65776396e+00  5.60264158e+00  7.26936054e+00
  7.09162664e+00  8.16455173e+00  8.17185211e+00  6.16776371e+00
  4.76833963e+00  1.65418386e+00 -2.31534675e-01  2.31658056e-01]",1
"[-2.98385803e+02  1.26780800e+02 -6.67881203e+00  2.00693798e+01
 -3.66175890e+00 -7.96392012e+00  1.54993153e+00  1.12454438e+00
 -7.84751606e+00  3.33914965e-01 -8.52324963e+00  1.93645287e+00
 -4.28786421e+00 -1.12449564e-01 -1.04791079e+01 -5.42720377e-01
 -6.11743593e+00 -2.03488064e+00 -6.66487980e+00 -2.62324071e+00
 -4.35083246e+00 -1.08427298e+00 -1.77662814e+00  7.53819942e-01
  5.21967030e+00  5.82118893e+00  8.58930206e+00  9.46756268e+00
  8.75050449e+00  8.40739346e+00  6.68663549e+00  4.40193224e+00
  3.91020226e+00  2.35135126e+00  8.61557603e-01 -1.22052932e+00
 -9.71531153e-01 -5.70303857e-01 -2.29032898e+00 -2.10613227e+00]",0
"[-4.51697937e+02  1.18783676e+02  1.16966858e+01  1.77562923e+01
  2.84709873e+01  2.40687943e+01 -2.12447596e+00  9.57059479e+00
 -1.66258144e+00  2.71291375e+00 -8.08135509e+00  1.04195046e+00
 -1.62331188e+00  7.46530771e+00  1.00138211e+00 -4.61417139e-01
 -6.72272396e+00  4.31179428e+00 -5.72477627e+00  2.57136083e+00
 -8.41618180e-01 -2.21640301e+00 -1.50254107e+00  1.28279179e-01
  1.65410912e+00 -6.96091473e-01  6.18138611e-01 -1.87402666e+00
 -2.60832357e+00 -6.84145403e+00 -2.58336401e+00 -2.54066253e+00
  2.34663352e-01 -3.88689470e+00 -3.36929083e+00 -3.37749743e+00
 -2.75681686e+00 -1.71141207e+00 -8.88602853e-01 -2.29067183e+00]",1
"[-4.4094687e+02  9.4872086e+01  3.6800201e+01  2.4911793e+01
  1.5647329e+01  7.6561391e-01 -6.1152310e+00 -2.6392937e+00
 -1.5115193e+01 -6.1536865e+00 -1.6021175e+01 -5.9450207e+00
 -1.0608203e+01 -6.3583654e-01 -1.0274224e+01 -8.9730511e+00
 -9.3979683e+00 -8.8820477e+00 -7.0357704e+00 -5.0657344e+00
 -5.7883186e+00 -5.3109426e+00 -4.5566621e+00 -5.9125009e+00
 -3.3402421e+00 -3.5443828e+00 -2.7814624e+00 -3.0312226e+00
  1.0668218e+00 -1.9232043e+00  4.4884947e-01 -4.2029679e-02
  1.3498884e+00 -6.3733143e-01  1.9520043e-01  8.5087448e-01
  2.3773147e-01  9.9156308e-01  2.3470475e-01  9.7999281e-01]",0
"[-3.9467889e+02  1.4588966e+02 -1.1453585e+01  1.9673397e+01
 -5.8212729e+00  3.9292922e+00 -6.0711398e+00 -1.0364886e+01
 -1.0644245e+01 -1.0510031e+01 -1.1189817e+01 -8.5320940e+00
 -6.1721687e+00 -3.9823344e+00 -4.7793546e+00 -4.9460912e+00
 -4.9407597e+00 -7.7696238e+00 -7.7094517e+00 -7.8573003e+00
 -7.5096025e+00 -2.9978766e+00 -4.4763246e+00 -5.1283517e+00
 -7.1675086e-01 -1.1377189e+00 -1.7508566e+00 -1.3039395e+00
 -2.6890614e+00 -1.8018364e+00 -3.0667809e-01 -1.1245936e+00
 -9.1489351e-01 -1.7367513e+00 -1.5260412e+00  1.1587371e+00
  2.3103032e+00  9.1927600e-01  1.4573373e+00  1.5987680e+00]",1
"[-3.92831970e+02  1.26559166e+02  9.49686623e+00  2.19863148e+01
 -1.41445513e+01 -1.03387852e+01 -1.31354513e+01  3.75741196e+00
 -8.65978813e+00 -7.10472250e+00 -4.82700920e+00 -7.53807211e+00
 -3.51014614e+00  2.77191329e+00 -6.57995939e+00 -3.99716330e+00
 -7.49283671e-01 -1.06234856e+01 -4.56974936e+00 -3.00346565e+00
 -9.87162209e+00 -1.09866154e+00 -3.92996669e+00  2.13813767e-01
  1.34152746e+00 -1.69143176e+00  9.15355027e-01  2.77440143e+00
  3.03789759e+00 -3.61161113e-01  2.16756845e+00  2.41869763e-01
 -1.47289836e+00  3.93513173e-01  6.68448269e-01  1.68919373e+00
 -1.15770257e+00 -8.84873807e-01  1.07052815e+00 -2.34080338e+00]",1
"[-3.15372070e+02  8.86648865e+01 -1.17680864e+01  2.29377289e+01
 -1.94231606e+01 -8.19211483e+00 -1.59999084e+01 -1.44378958e+01
 -1.09364157e+01 -2.01777134e+01 -1.30704651e+01 -1.41017103e+01
 -1.36400452e+01 -7.04310751e+00 -9.91508389e+00 -1.23878803e+01
 -7.51468992e+00 -1.02573929e+01 -9.82599831e+00 -7.03113747e+00
 -1.08606110e+01 -7.80001497e+00 -6.26011848e+00 -4.95933437e+00
 -3.90490770e+00 -3.00733447e+00  1.21105805e-01 -9.32927191e-01
  8.32825303e-01  1.10780418e+00 -1.04597270e-01  1.58305466e+00
  1.05694127e+00 -1.14029408e+00  2.29244399e+00  1.62122977e+00
  2.74634266e+00  4.36188364e+00  3.10308647e+00  4.03801346e+00]",1
"[-3.0799805e+02  1.0431929e+02  1.4910034e+01  2.8256363e+01
  2.0422151e+00  8.0147314e+00  5.2806888e+00  6.0037546e+00
 -4.6638741e+00  2.5696929e+00 -2.4147253e+00 -3.6661844e+00
 -1.9282783e+00  4.2506809e+00 -6.6636744e+00 -4.1984251e-01
 -2.7287157e+00  1.7385366e+00 -4.6764193e+00  3.2301915e+00
 -1.9821000e+00  2.4356015e+00  1.7341681e+00  1.4089608e+00
  1.8247176e+00  3.5838099e+00  1.4250810e+00  1.7127024e+00
  3.2210493e+00  4.2500725e+00  4.7370176e+00  4.1370068e+00
  4.6567678e+00  2.6392555e+00  1.8079228e+00  1.4926630e+00
 -5.5254318e-02 -6.7296374e-01 -6.0503620e-01 -2.3039305e+00]",1
"[-3.48049622e+02  1.15299545e+02 -2.85468984e+00  1.15987453e+01
 -3.90186977e+00 -1.31839294e+01 -8.39646816e+00 -9.26878214e-01
 -1.37287025e+01 -2.96566367e+00 -1.20333376e+01 -2.80983210e+00
 -1.22438869e+01  1.96868300e+00 -8.06428242e+00 -2.27350736e+00
 -2.06497502e+00 -3.10340834e+00 -1.60252464e+00 -1.12285185e+00
 -2.07174611e+00  3.43285292e-01  7.95974374e-01  1.31797016e+00
  2.34264135e+00  3.25938559e+00  3.13043690e+00  3.66824460e+00
  2.57393312e+00  1.10771894e+00  2.05815911e+00  1.31108797e+00
 -3.75282496e-01 -1.20551936e-01  6.41304016e-01 -6.38868034e-01
 -5.52972317e-01 -1.18512607e+00 -2.72836149e-01 -7.68586755e-01]",1
"[-3.9384604e+02  1.0803099e+02 -2.1558029e+01  3.1660568e+01
 -1.7416637e+01 -1.2747749e+01 -8.5070896e+00 -2.4109282e+01
 -5.3247285e+00 -8.6847725e+00 -6.9042296e+00 -4.4552345e+00
 -1.1039422e+01 -1.1808919e+01 -6.4228997e+00 -8.4613743e+00
 -6.6791759e+00 -3.6821184e+00 -9.9685602e+00 -9.6750373e-01
 -1.1359110e+00 -8.2902784e+00 -2.3317246e+00 -3.1856415e+00
 -5.0529323e+00 -3.8872366e+00 -4.1259618e+00 -3.2753947e+00
 -2.8323915e+00 -1.6875770e+00  8.0403274e-01 -3.8492605e-01
  5.9749788e-01  2.8960364e+00  1.7910723e-01  1.6143942e+00
  4.3872720e-01 -1.6976936e+00  2.5098003e-03 -2.1668105e+00]",0
"[-315.4242      132.26593       7.9176445    -5.268991      0.33763498
  -13.72667     -14.362116     -3.1445982   -17.433859     -4.4796696
  -11.478587     -3.8216295    -5.7523       -3.676387     -9.384784
   -4.677547     -2.2462463    -6.407266     -6.3029656    -1.5198734
   -1.357379     -1.1315506     2.3500352     1.737936      3.1584165
    5.5789075     6.167107      7.0863013     7.8226185     7.357875
    4.187662      3.2695975     0.83415914   -1.056668     -1.6525618
   -1.2157072    -0.66894627   -0.912868     -0.70276934   -1.4258035 ]",1
"[-432.58386      87.73317       9.815982     20.926191     -7.372866
    3.7869475   -14.137808      2.2953389    -9.463355      6.4147115
  -11.986326      2.4298866    -5.7175035     4.225354     -7.5050297
    0.80153084   -2.0878592    -0.7919409    -3.0993845     1.484861
   -0.79640347    2.2674623     2.2481377     1.2062489     1.0183932
    2.6781855     2.5471342     2.3277178     2.99998       3.0336747
    4.461883      4.514346      5.6552634     3.6182177     4.379448
    3.27638       3.2255895     0.6262846     0.59049386   -0.49384072]",1
"[-4.4899228e+02  1.3920750e+02  2.4427683e+01  2.4566332e+01
  6.2125134e+00 -2.0829800e+01 -1.3625701e+01 -3.8007417e+00
 -7.8250165e+00 -5.1687841e+00 -7.4626489e+00 -3.8182702e+00
 -2.1902103e+00 -1.0235057e+00 -9.5360088e+00 -9.3539000e+00
 -5.6554971e+00 -2.7696111e+00 -4.1489162e+00 -5.1946850e+00
 -3.3640916e+00 -4.0269108e+00 -1.0015936e+00  9.6038502e-01
  4.5708382e-01  5.1040584e-01  2.8160782e+00  3.2638679e+00
  3.0156929e+00  1.6949631e+00 -8.1175536e-01 -2.9827270e-01
  9.6693772e-01  4.1640705e-01 -8.3355892e-01 -5.8570343e-01
  3.1902489e-01  6.2968725e-01 -4.5297018e-01 -1.3731104e+00]",1
"[-4.1845795e+02  1.0108994e+02 -7.2640553e+00  1.6632591e+01
 -1.9097422e+01 -1.2255797e+01 -1.0784305e+01 -1.4179567e+01
 -1.6231295e+01 -7.8500051e+00 -1.5685965e+01 -7.7701211e+00
 -8.8162909e+00 -7.6447186e+00 -9.6462946e+00 -8.7983942e+00
 -7.0161753e+00 -8.3525257e+00 -8.6104279e+00 -2.1135340e+00
 -6.0484347e+00 -1.1188983e+00  1.8691181e+00 -8.6562395e-01
  2.0462399e+00 -2.1061301e-01 -7.3625618e-01  2.2622042e+00
  3.6529098e+00  1.4642643e+00  2.2042785e+00  2.7424738e+00
  2.4013443e+00  4.5984802e-01 -1.5292032e+00 -2.1834333e+00
 -1.3703362e+00 -2.5754445e+00 -2.7406111e+00 -3.1955194e+00]",1
"[-4.90579956e+02  1.12715576e+02  5.81208420e+00  1.65536366e+01
 -3.74278140e+00 -1.19169784e+00 -4.42595577e+00  6.59528971e+00
 -8.94319630e+00  7.23174715e+00 -8.87477589e+00  1.03765268e+01
 -1.34962845e+01  7.44470215e+00 -6.83322144e+00  2.85279250e+00
 -1.00857706e+01  4.87058878e+00 -7.01644087e+00 -1.32009196e+00
 -5.98263025e+00 -3.83976489e-01 -1.72401562e-01 -2.39656043e+00
 -1.53238392e+00  7.22439766e-01  3.23173785e+00  2.51692915e+00
  6.16762257e+00  5.42602825e+00  6.25302505e+00  3.64494514e+00
  3.31022191e+00  1.70753467e+00 -7.44044244e-01 -2.37145472e+00
 -1.20359433e+00 -1.85642242e+00 -1.68389893e+00 -1.70281029e+00]",1
"[-4.8788162e+02  1.1937964e+02  3.8921162e+01  2.0022535e+01
 -3.4182637e+00 -4.3689885e+00  2.5868683e+00 -3.1869557e+00
 -1.1011618e+01 -2.9594741e+00 -8.8604040e+00 -5.9296980e+00
 -2.4036887e+00  1.1062497e+00 -1.1631975e+01 -5.9607515e+00
 -4.4754225e-01 -3.4109650e+00 -4.8841820e+00 -2.2617335e+00
 -7.5918716e-01  1.4961087e+00  1.3596743e+00  7.4328309e-01
 -2.3201777e-01  3.1903355e+00  2.8538373e+00 -1.5467091e-01
  1.3330212e+00  2.4792008e+00  3.6566079e+00  6.2284727e+00
  7.3083339e+00  5.6519728e+00  6.2197289e+00  6.1145887e+00
  2.7525094e+00 -1.9365377e+00 -1.0348743e+00 -1.9091780e-01]",1
"[-3.3632956e+02  9.7686485e+01  1.2611218e-01  3.7166901e+01
 -1.1885853e+00 -1.3123929e+01 -2.3570229e+01  3.3481035e+00
 -1.2968348e+01 -4.7775989e+00 -1.5427964e+01 -9.5403075e-01
 -6.0490742e+00 -4.3378401e+00 -2.8241358e+00 -2.5782652e+00
 -8.6075830e+00 -8.5751766e-01 -8.4543314e+00 -7.5728059e+00
 -6.1802349e+00 -7.6900201e+00 -4.4204831e+00 -4.9517913e+00
 -5.4640245e+00 -5.2469950e+00 -4.6041055e+00 -4.2515059e+00
 -5.1166949e+00 -4.2229710e+00 -4.5746942e+00 -5.9924340e+00
 -4.3293734e+00 -4.4502540e+00 -4.0430012e+00 -4.9574132e+00
 -1.7343413e+00 -1.6697222e+00 -1.7539946e+00 -3.2230017e-01]",1
"[-4.8399689e+02  8.7841057e+01  1.9662044e+00  4.5716049e+01
 -8.6814175e+00  1.0646351e+01  1.8040925e-02 -2.7300766e+00
 -7.2518935e+00  4.3736272e+00 -5.7912078e+00 -8.7944946e+00
 -1.4476637e+00 -2.7087204e+00 -4.9159932e+00 -5.4995637e+00
 -5.8464408e+00 -3.0743945e+00 -4.8349829e+00 -5.7684202e+00
 -5.0196428e+00 -9.0971357e-01 -2.2287600e+00 -3.8992765e+00
 -1.0661048e+00 -1.9072597e+00 -1.7285470e+00  7.8021985e-01
  6.2330604e-01  4.5061371e-01  2.3374083e+00  1.1800363e+00
  1.0160400e+00  2.1104622e-01  1.9700210e+00  2.0209551e+00
  1.1670892e+00  7.1236008e-01  7.0057857e-01  1.8447444e+00]",1
"[-3.78134766e+02  1.21358971e+02  6.53507411e-01  1.51283655e+01
  1.87671871e+01 -1.70301628e+01 -8.63865376e+00  4.49443531e+00
 -1.61569061e+01 -1.97895586e+00 -9.13502789e+00  1.63356984e+00
 -9.90709496e+00  5.42033672e+00 -7.55068254e+00 -2.88812137e+00
 -7.29434586e+00 -6.92074955e-01 -8.45814419e+00 -4.86017227e+00
 -6.69397497e+00 -2.64957905e+00 -3.11655331e+00 -3.07703161e+00
 -2.54107523e+00 -3.54225367e-01 -2.11020374e+00 -9.25215662e-01
 -6.80688322e-01 -8.85962844e-01  5.72565973e-01  2.27124429e+00
  1.98251927e+00  2.26321745e+00  4.42989445e+00  3.84353328e+00
  9.83029306e-01 -3.14009619e+00 -2.93167520e+00 -2.91870975e+00]",1
"[-3.07740509e+02  1.61490448e+02  1.26190844e+01  1.71691036e+00
 -1.09090796e+01 -2.04035511e+01 -6.79693967e-02 -7.86426640e+00
 -1.90195389e+01 -5.37202311e+00 -9.26777267e+00 -1.39774990e+01
 -5.56096554e+00 -5.91590595e+00 -1.05962534e+01 -7.51284647e+00
 -3.49202561e+00 -6.52865171e+00 -1.02282038e+01 -7.29694271e+00
 -6.20276880e+00 -6.28301382e+00 -3.23688126e+00 -2.88001776e+00
 -2.27738929e+00  3.99183989e-01 -2.84179777e-01 -6.62931323e-01
  2.28577852e+00  1.21648446e-01 -2.70930123e+00 -2.45755625e+00
 -1.95304036e+00 -8.66363883e-01 -5.06218016e-01 -4.25152808e-01
  1.02693439e+00  1.25089073e+00  1.12814415e+00  1.56394589e+00]",1
"[-3.5257419e+02  1.2881061e+02  6.5438848e+00  2.8413165e+00
  5.1556449e+00 -1.8692751e+01 -7.2112675e+00  5.6432623e-01
 -2.0266193e+01 -4.8411765e+00 -9.6841440e+00 -5.8067040e+00
 -1.5974595e+01 -4.3844676e+00 -9.1943455e+00 -1.9699647e-01
 -1.9852743e+01  2.2668540e-01 -7.8176928e+00 -8.8131056e+00
 -1.0812145e+01 -3.8134589e+00 -4.0742130e+00 -7.1708679e+00
 -4.5170546e+00 -2.3128538e+00 -1.6860822e-01 -6.3672256e+00
 -2.2741687e+00 -5.0506201e+00 -3.9136949e+00 -5.5984964e+00
 -4.6255736e+00 -4.0894308e+00 -4.1193786e+00 -5.2967191e+00
 -5.1130204e+00 -2.8699462e+00 -4.8994679e+00 -6.4191022e+00]",1
